id,num_ejemplo,texto
5795,80,texto5795|                  
5796,41,texto5796|                  
5797,42,texto5797|                  
5798,96,texto5798|                  
5799,70,texto5799|                  
5800,95,texto5800|                  
5801,31,texto5801|                  
5802,17,texto5802|                  
5803,91,texto5803|                  
5804,99,texto5804|                  
5805,66,texto5805|                  
5806,1,texto5806|                   
5807,70,texto5807|                  
5808,92,texto5808|                  
5809,62,texto5809|                  
5810,69,texto5810|                  
5811,50,texto5811|                  
5812,29,texto5812|                  
5813,15,texto5813|                  
5814,18,texto5814|                  
5815,99,texto5815|                  
5816,37,texto5816|                  
5817,42,texto5817|                  
5818,41,texto5818|                  
5819,1,texto5819|                   
5820,26,texto5820|                  
5821,16,texto5821|                  
5822,79,texto5822|                  
5823,88,texto5823|                  
5824,29,texto5824|                  
5825,70,texto5825|                  
5826,19,texto5826|                  
5827,71,texto5827|                  
5828,8,texto5828|                   
5829,11,texto5829|                  
5830,91,texto5830|                  
5831,94,texto5831|                  
5832,44,texto5832|                  
5833,47,texto5833|                  
5834,24,texto5834|                  
5835,39,texto5835|                  
5836,92,texto5836|                  
5837,21,texto5837|                  
5838,70,texto5838|                  
5839,9,texto5839|                   
5840,55,texto5840|                  
5841,55,texto5841|                  
5842,65,texto5842|                  
5843,94,texto5843|                  
5844,19,texto5844|                  
5845,87,texto5845|                  
5846,32,texto5846|                  
5847,21,texto5847|                  
5848,77,texto5848|                  
5849,95,texto5849|                  
5850,44,texto5850|                  
5851,63,texto5851|                  
5852,30,texto5852|                  
5853,47,texto5853|                  
5854,96,texto5854|                  
5855,7,texto5855|                   
5856,90,texto5856|                  
5857,11,texto5857|                  
5858,61,texto5858|                  
5859,36,texto5859|                  
5860,21,texto5860|                  
5861,26,texto5861|                  
5862,3,texto5862|                   
5863,52,texto5863|                  
5864,30,texto5864|                  
5865,68,texto5865|                  
5866,65,texto5866|                  
5867,78,texto5867|                  
5868,66,texto5868|                  
5869,7,texto5869|                   
5870,50,texto5870|                  
5871,23,texto5871|                  
5872,53,texto5872|                  
5873,9,texto5873|                   
5874,29,texto5874|                  
5875,81,texto5875|                  
5876,89,texto5876|                  
5877,41,texto5877|                  
5878,19,texto5878|                  
5879,63,texto5879|                  
5880,7,texto5880|                   
5881,24,texto5881|                  
5882,6,texto5882|                   
5883,21,texto5883|                  
5884,17,texto5884|                  
5885,35,texto5885|                  
5886,97,texto5886|                  
5887,18,texto5887|                  
5888,7,texto5888|                   
5889,98,texto5889|                  
5890,19,texto5890|                  
5891,97,texto5891|                  
5892,62,texto5892|                  
5893,65,texto5893|                  
5894,6,texto5894|                   
5895,96,texto5895|                  
5896,19,texto5896|                  
5897,44,texto5897|                  
5898,9,texto5898|                   
5899,33,texto5899|                  
5900,78,texto5900|                  
5901,44,texto5901|                  
5902,86,texto5902|                  
5903,31,texto5903|                  
5904,78,texto5904|                  
5905,40,texto5905|                  
5906,37,texto5906|                  
5907,55,texto5907|                  
5908,76,texto5908|                  
5909,4,texto5909|                   
5910,85,texto5910|                  
5911,54,texto5911|                  
5912,63,texto5912|                  
5913,6,texto5913|                   
5914,5,texto5914|                   
5915,5,texto5915|                   
5916,37,texto5916|                  
5917,35,texto5917|                  
5918,60,texto5918|                  
5919,1,texto5919|                   
5920,85,texto5920|                  
5921,86,texto5921|                  
5922,76,texto5922|                  
5923,48,texto5923|                  
5924,19,texto5924|                  
5925,88,texto5925|                  
5926,79,texto5926|                  
5927,46,texto5927|                  
5928,97,texto5928|                  
5929,33,texto5929|                  
5930,92,texto5930|                  
5931,7,texto5931|                   
5932,64,texto5932|                  
5933,60,texto5933|                  
5934,32,texto5934|                  
5935,91,texto5935|                  
5936,38,texto5936|                  
5937,41,texto5937|                  
5938,54,texto5938|                  
5939,54,texto5939|                  
5940,36,texto5940|                  
5941,61,texto5941|                  
5942,78,texto5942|                  
5943,56,texto5943|                  
5944,91,texto5944|                  
5945,51,texto5945|                  
5946,58,texto5946|                  
5947,80,texto5947|                  
5948,59,texto5948|                  
5949,68,texto5949|                  
5950,29,texto5950|                  
5951,60,texto5951|                  
5952,65,texto5952|                  
5953,71,texto5953|                  
5954,86,texto5954|                  
5955,33,texto5955|                  
5956,24,texto5956|                  
5957,68,texto5957|                  
5958,27,texto5958|                  
5959,52,texto5959|                  
5960,30,texto5960|                  
5961,85,texto5961|                  
5962,13,texto5962|                  
5963,95,texto5963|                  
5964,79,texto5964|                  
5965,77,texto5965|                  
5966,40,texto5966|                  
5967,35,texto5967|                  
5968,69,texto5968|                  
5969,76,texto5969|                  
5970,85,texto5970|                  
5971,70,texto5971|                  
5972,9,texto5972|                   
5973,71,texto5973|                  
5974,47,texto5974|                  
5975,62,texto5975|                  
5976,21,texto5976|                  
5977,91,texto5977|                  
5978,94,texto5978|                  
5979,43,texto5979|                  
5980,84,texto5980|                  
5981,5,texto5981|                   
5982,31,texto5982|                  
5983,93,texto5983|                  
5984,17,texto5984|                  
5985,61,texto5985|                  
5986,89,texto5986|                  
5987,90,texto5987|                  
5988,21,texto5988|                  
5989,74,texto5989|                  
5990,46,texto5990|                  
5991,1,texto5991|                   
5992,16,texto5992|                  
5993,19,texto5993|                  
5994,78,texto5994|                  
5995,88,texto5995|                  
5996,22,texto5996|                  
5997,18,texto5997|                  
5998,33,texto5998|                  
5999,15,texto5999|                  
6000,25,texto6000|                  
6001,56,texto6001|                  
6002,68,texto6002|                  
6003,82,texto6003|                  
6004,65,texto6004|                  
6005,53,texto6005|                  
6006,25,texto6006|                  
6007,28,texto6007|                  
6008,21,texto6008|                  
6009,46,texto6009|                  
6010,6,texto6010|                   
6011,78,texto6011|                  
6012,49,texto6012|                  
6013,17,texto6013|                  
6014,47,texto6014|                  
6015,63,texto6015|                  
6016,51,texto6016|                  
6017,27,texto6017|                  
6018,82,texto6018|                  
6019,45,texto6019|                  
6020,32,texto6020|                  
6021,53,texto6021|                  
6022,92,texto6022|                  
6023,3,texto6023|                   
6024,11,texto6024|                  
6025,62,texto6025|                  
6026,81,texto6026|                  
6027,2,texto6027|                   
6028,75,texto6028|                  
6029,3,texto6029|                   
6030,97,texto6030|                  
6031,74,texto6031|                  
6032,61,texto6032|                  
6033,82,texto6033|                  
6034,8,texto6034|                   
6035,61,texto6035|                  
6036,45,texto6036|                  
6037,62,texto6037|                  
6038,77,texto6038|                  
6039,9,texto6039|                   
6040,12,texto6040|                  
6041,96,texto6041|                  
6042,3,texto6042|                   
6043,64,texto6043|                  
6044,10,texto6044|                  
6045,39,texto6045|                  
6046,21,texto6046|                  
6047,10,texto6047|                  
6048,61,texto6048|                  
6049,5,texto6049|                   
6050,47,texto6050|                  
6051,64,texto6051|                  
6052,13,texto6052|                  
6053,48,texto6053|                  
6054,33,texto6054|                  
6055,38,texto6055|                  
6056,59,texto6056|                  
6057,20,texto6057|                  
6058,28,texto6058|                  
6059,36,texto6059|                  
6060,27,texto6060|                  
6061,62,texto6061|                  
6062,46,texto6062|                  
6063,2,texto6063|                   
6064,70,texto6064|                  
6065,63,texto6065|                  
6066,23,texto6066|                  
6067,68,texto6067|                  
6068,97,texto6068|                  
6069,54,texto6069|                  
6070,46,texto6070|                  
6071,70,texto6071|                  
6072,62,texto6072|                  
6073,56,texto6073|                  
6074,96,texto6074|                  
6075,73,texto6075|                  
6076,43,texto6076|                  
6077,37,texto6077|                  
6078,87,texto6078|                  
6079,86,texto6079|                  
6080,84,texto6080|                  
6081,86,texto6081|                  
6082,71,texto6082|                  
6083,81,texto6083|                  
6084,47,texto6084|                  
6085,43,texto6085|                  
6086,22,texto6086|                  
6087,47,texto6087|                  
6088,11,texto6088|                  
6089,41,texto6089|                  
6090,82,texto6090|                  
6091,32,texto6091|                  
6092,38,texto6092|                  
6093,9,texto6093|                   
6094,46,texto6094|                  
6095,82,texto6095|                  
6096,58,texto6096|                  
6097,67,texto6097|                  
6098,56,texto6098|                  
6099,8,texto6099|                   
6100,17,texto6100|                  
6101,16,texto6101|                  
6102,82,texto6102|                  
6103,9,texto6103|                   
6104,22,texto6104|                  
6105,93,texto6105|                  
6106,6,texto6106|                   
6107,9,texto6107|                   
6108,47,texto6108|                  
6109,10,texto6109|                  
6110,23,texto6110|                  
6111,45,texto6111|                  
6112,4,texto6112|                   
6113,2,texto6113|                   
6114,89,texto6114|                  
6115,88,texto6115|                  
6116,77,texto6116|                  
6117,52,texto6117|                  
6118,18,texto6118|                  
6119,86,texto6119|                  
6120,27,texto6120|                  
6121,98,texto6121|                  
6122,12,texto6122|                  
6123,45,texto6123|                  
6124,62,texto6124|                  
6125,69,texto6125|                  
6126,68,texto6126|                  
6127,36,texto6127|                  
6128,42,texto6128|                  
6129,83,texto6129|                  
6130,17,texto6130|                  
6131,31,texto6131|                  
6132,95,texto6132|                  
6133,99,texto6133|                  
6134,93,texto6134|                  
6135,22,texto6135|                  
6136,54,texto6136|                  
6137,2,texto6137|                   
6138,7,texto6138|                   
6139,87,texto6139|                  
6140,52,texto6140|                  
6141,57,texto6141|                  
6142,23,texto6142|                  
6143,24,texto6143|                  
6144,39,texto6144|                  
6145,22,texto6145|                  
6146,49,texto6146|                  
6147,40,texto6147|                  
6148,15,texto6148|                  
6149,33,texto6149|                  
6150,95,texto6150|                  
6151,88,texto6151|                  
6152,35,texto6152|                  
6153,79,texto6153|                  
6154,59,texto6154|                  
6155,46,texto6155|                  
6156,9,texto6156|                   
6157,34,texto6157|                  
6158,72,texto6158|                  
6159,22,texto6159|                  
6160,84,texto6160|                  
6161,27,texto6161|                  
6162,36,texto6162|                  
6163,20,texto6163|                  
6164,57,texto6164|                  
6165,92,texto6165|                  
6166,1,texto6166|                   
6167,9,texto6167|                   
6168,22,texto6168|                  
6169,31,texto6169|                  
6170,48,texto6170|                  
6171,85,texto6171|                  
6172,36,texto6172|                  
6173,10,texto6173|                  
6174,62,texto6174|                  
6175,83,texto6175|                  
6176,43,texto6176|                  
6177,73,texto6177|                  
6178,92,texto6178|                  
6179,60,texto6179|                  
6180,85,texto6180|                  
6181,99,texto6181|                  
6182,35,texto6182|                  
6183,95,texto6183|                  
6184,12,texto6184|                  
6185,63,texto6185|                  
6186,52,texto6186|                  
6187,54,texto6187|                  
6188,38,texto6188|                  
6189,39,texto6189|                  
6190,67,texto6190|                  
6191,50,texto6191|                  
6192,97,texto6192|                  
6193,8,texto6193|                   
6194,3,texto6194|                   
6195,34,texto6195|                  
6196,63,texto6196|                  
6197,18,texto6197|                  
6198,58,texto6198|                  
6199,24,texto6199|                  
6200,16,texto6200|                  
6201,73,texto6201|                  
6202,9,texto6202|                   
6203,40,texto6203|                  
6204,64,texto6204|                  
6205,97,texto6205|                  
6206,74,texto6206|                  
6207,76,texto6207|                  
6208,85,texto6208|                  
6209,92,texto6209|                  
6210,50,texto6210|                  
6211,37,texto6211|                  
6212,85,texto6212|                  
6213,25,texto6213|                  
6214,68,texto6214|                  
6215,76,texto6215|                  
6216,55,texto6216|                  
6217,81,texto6217|                  
6218,50,texto6218|                  
6219,82,texto6219|                  
6220,33,texto6220|                  
6221,85,texto6221|                  
6222,71,texto6222|                  
6223,32,texto6223|                  
6224,72,texto6224|                  
6225,73,texto6225|                  
6226,62,texto6226|                  
6227,10,texto6227|                  
6228,91,texto6228|                  
6229,50,texto6229|                  
6230,32,texto6230|                  
6231,42,texto6231|                  
6232,77,texto6232|                  
6233,66,texto6233|                  
6234,83,texto6234|                  
6235,99,texto6235|                  
6236,89,texto6236|                  
6237,6,texto6237|                   
6238,2,texto6238|                   
6239,93,texto6239|                  
6240,38,texto6240|                  
6241,41,texto6241|                  
6242,70,texto6242|                  
6243,42,texto6243|                  
6244,92,texto6244|                  
6245,93,texto6245|                  
6246,73,texto6246|                  
6247,20,texto6247|                  
6248,59,texto6248|                  
6249,78,texto6249|                  
6250,19,texto6250|                  
6251,7,texto6251|                   
6252,49,texto6252|                  
6253,10,texto6253|                  
6254,11,texto6254|                  
6255,94,texto6255|                  
6256,37,texto6256|                  
6257,9,texto6257|                   
6258,53,texto6258|                  
6259,57,texto6259|                  
6260,49,texto6260|                  
6261,10,texto6261|                  
6262,5,texto6262|                   
6263,56,texto6263|                  
6264,86,texto6264|                  
6265,17,texto6265|                  
6266,33,texto6266|                  
6267,98,texto6267|                  
6268,30,texto6268|                  
6269,36,texto6269|                  
6270,86,texto6270|                  
6271,27,texto6271|                  
6272,8,texto6272|                   
6273,65,texto6273|                  
6274,50,texto6274|                  
6275,65,texto6275|                  
6276,71,texto6276|                  
6277,69,texto6277|                  
6278,79,texto6278|                  
6279,22,texto6279|                  
6280,84,texto6280|                  
6281,45,texto6281|                  
6282,22,texto6282|                  
6283,18,texto6283|                  
6284,16,texto6284|                  
6285,23,texto6285|                  
6286,88,texto6286|                  
6287,97,texto6287|                  
6288,27,texto6288|                  
6289,4,texto6289|                   
6290,5,texto6290|                   
6291,25,texto6291|                  
6292,74,texto6292|                  
6293,6,texto6293|                   
6294,28,texto6294|                  
6295,58,texto6295|                  
6296,68,texto6296|                  
6297,60,texto6297|                  
6298,3,texto6298|                   
6299,32,texto6299|                  
6300,71,texto6300|                  
6301,99,texto6301|                  
6302,96,texto6302|                  
6303,25,texto6303|                  
6304,56,texto6304|                  
6305,97,texto6305|                  
6306,25,texto6306|                  
6307,91,texto6307|                  
6308,80,texto6308|                  
6309,33,texto6309|                  
6310,54,texto6310|                  
6311,3,texto6311|                   
6312,22,texto6312|                  
6313,44,texto6313|                  
6314,54,texto6314|                  
6315,43,texto6315|                  
6316,21,texto6316|                  
6317,28,texto6317|                  
6318,54,texto6318|                  
6319,92,texto6319|                  
6320,92,texto6320|                  
6321,20,texto6321|                  
6322,3,texto6322|                   
6323,24,texto6323|                  
6324,44,texto6324|                  
6325,64,texto6325|                  
6326,61,texto6326|                  
6327,17,texto6327|                  
6328,46,texto6328|                  
6329,65,texto6329|                  
6330,49,texto6330|                  
6331,81,texto6331|                  
6332,8,texto6332|                   
6333,34,texto6333|                  
6334,95,texto6334|                  
6335,50,texto6335|                  
6336,40,texto6336|                  
6337,65,texto6337|                  
6338,18,texto6338|                  
6339,13,texto6339|                  
6340,9,texto6340|                   
6341,79,texto6341|                  
6342,56,texto6342|                  
6343,61,texto6343|                  
6344,13,texto6344|                  
6345,90,texto6345|                  
6346,55,texto6346|                  
6347,9,texto6347|                   
6348,84,texto6348|                  
6349,8,texto6349|                   
6350,30,texto6350|                  
6351,97,texto6351|                  
6352,50,texto6352|                  
6353,5,texto6353|                   
6354,75,texto6354|                  
6355,60,texto6355|                  
6356,98,texto6356|                  
6357,6,texto6357|                   
6358,63,texto6358|                  
6359,65,texto6359|                  
6360,16,texto6360|                  
6361,2,texto6361|                   
6362,39,texto6362|                  
6363,27,texto6363|                  
6364,80,texto6364|                  
6365,58,texto6365|                  
6366,83,texto6366|                  
6367,76,texto6367|                  
6368,8,texto6368|                   
6369,24,texto6369|                  
6370,38,texto6370|                  
6371,73,texto6371|                  
6372,44,texto6372|                  
6373,59,texto6373|                  
6374,94,texto6374|                  
6375,46,texto6375|                  
6376,76,texto6376|                  
6377,60,texto6377|                  
6378,2,texto6378|                   
6379,72,texto6379|                  
6380,53,texto6380|                  
6381,20,texto6381|                  
6382,46,texto6382|                  
6383,33,texto6383|                  
6384,6,texto6384|                   
6385,46,texto6385|                  
6386,77,texto6386|                  
6387,38,texto6387|                  
6388,31,texto6388|                  
6389,45,texto6389|                  
6390,5,texto6390|                   
6391,97,texto6391|                  
6392,80,texto6392|                  
6393,51,texto6393|                  
6394,75,texto6394|                  
6395,28,texto6395|                  
6396,92,texto6396|                  
6397,18,texto6397|                  
6398,51,texto6398|                  
6399,85,texto6399|                  
6400,17,texto6400|                  
6401,89,texto6401|                  
6402,1,texto6402|                   
6403,62,texto6403|                  
6404,48,texto6404|                  
6405,37,texto6405|                  
6406,41,texto6406|                  
6407,51,texto6407|                  
6408,81,texto6408|                  
6409,88,texto6409|                  
6410,72,texto6410|                  
6411,57,texto6411|                  
6412,66,texto6412|                  
6413,17,texto6413|                  
6414,67,texto6414|                  
6415,49,texto6415|                  
6416,89,texto6416|                  
6417,81,texto6417|                  
6418,7,texto6418|                   
6419,76,texto6419|                  
6420,81,texto6420|                  
6421,52,texto6421|                  
6422,67,texto6422|                  
6423,84,texto6423|                  
6424,86,texto6424|                  
6425,76,texto6425|                  
6426,35,texto6426|                  
6427,4,texto6427|                   
6428,60,texto6428|                  
6429,78,texto6429|                  
6430,76,texto6430|                  
6431,13,texto6431|                  
6432,54,texto6432|                  
6433,13,texto6433|                  
6434,69,texto6434|                  
6435,80,texto6435|                  
6436,27,texto6436|                  
6437,61,texto6437|                  
6438,54,texto6438|                  
6439,11,texto6439|                  
6440,24,texto6440|                  
6441,59,texto6441|                  
6442,47,texto6442|                  
6443,27,texto6443|                  
6444,79,texto6444|                  
6445,77,texto6445|                  
6446,27,texto6446|                  
6447,32,texto6447|                  
6448,72,texto6448|                  
6449,79,texto6449|                  
6450,93,texto6450|                  
6451,85,texto6451|                  
6452,3,texto6452|                   
6453,55,texto6453|                  
6454,44,texto6454|                  
6455,40,texto6455|                  
6456,84,texto6456|                  
6457,91,texto6457|                  
6458,14,texto6458|                  
6459,93,texto6459|                  
6460,11,texto6460|                  
6461,66,texto6461|                  
6462,34,texto6462|                  
6463,50,texto6463|                  
6464,7,texto6464|                   
6465,38,texto6465|                  
6466,44,texto6466|                  
6467,95,texto6467|                  
6468,40,texto6468|                  
6469,58,texto6469|                  
6470,8,texto6470|                   
6471,58,texto6471|                  
6472,93,texto6472|                  
6473,30,texto6473|                  
6474,2,texto6474|                   
6475,12,texto6475|                  
6476,33,texto6476|                  
6477,42,texto6477|                  
6478,49,texto6478|                  
6479,16,texto6479|                  
6480,29,texto6480|                  
6481,5,texto6481|                   
6482,41,texto6482|                  
6483,27,texto6483|                  
6484,43,texto6484|                  
6485,85,texto6485|                  
6486,49,texto6486|                  
6487,60,texto6487|                  
6488,4,texto6488|                   
6489,59,texto6489|                  
6490,65,texto6490|                  
6491,31,texto6491|                  
6492,94,texto6492|                  
6493,60,texto6493|                  
6494,70,texto6494|                  
6495,58,texto6495|                  
6496,55,texto6496|                  
6497,30,texto6497|                  
6498,25,texto6498|                  
6499,18,texto6499|                  
6500,46,texto6500|                  
6501,41,texto6501|                  
6502,43,texto6502|                  
6503,32,texto6503|                  
6504,47,texto6504|                  
6505,79,texto6505|                  
6506,84,texto6506|                  
6507,28,texto6507|                  
6508,20,texto6508|                  
6509,58,texto6509|                  
6510,90,texto6510|                  
6511,27,texto6511|                  
6512,32,texto6512|                  
6513,78,texto6513|                  
6514,79,texto6514|                  
6515,22,texto6515|                  
6516,15,texto6516|                  
6517,17,texto6517|                  
6518,70,texto6518|                  
6519,68,texto6519|                  
6520,2,texto6520|                   
6521,11,texto6521|                  
6522,31,texto6522|                  
6523,85,texto6523|                  
6524,13,texto6524|                  
6525,93,texto6525|                  
6526,56,texto6526|                  
6527,41,texto6527|                  
6528,2,texto6528|                   
6529,56,texto6529|                  
6530,55,texto6530|                  
6531,13,texto6531|                  
6532,34,texto6532|                  
6533,5,texto6533|                   
6534,84,texto6534|                  
6535,54,texto6535|                  
6536,73,texto6536|                  
6537,28,texto6537|                  
6538,49,texto6538|                  
6539,48,texto6539|                  
6540,36,texto6540|                  
6541,49,texto6541|                  
6542,2,texto6542|                   
6543,70,texto6543|                  
6544,55,texto6544|                  
6545,14,texto6545|                  
6546,51,texto6546|                  
6547,27,texto6547|                  
6548,23,texto6548|                  
6549,78,texto6549|                  
6550,20,texto6550|                  
6551,67,texto6551|                  
6552,34,texto6552|                  
6553,56,texto6553|                  
6554,10,texto6554|                  
6555,73,texto6555|                  
6556,78,texto6556|                  
6557,47,texto6557|                  
6558,33,texto6558|                  
6559,3,texto6559|                   
6560,43,texto6560|                  
6561,92,texto6561|                  
6562,3,texto6562|                   
6563,33,texto6563|                  
6564,3,texto6564|                   
6565,61,texto6565|                  
6566,52,texto6566|                  
6567,69,texto6567|                  
6568,55,texto6568|                  
6569,63,texto6569|                  
6570,54,texto6570|                  
6571,10,texto6571|                  
6572,41,texto6572|                  
6573,20,texto6573|                  
6574,17,texto6574|                  
6575,25,texto6575|                  
6576,47,texto6576|                  
6577,34,texto6577|                  
6578,57,texto6578|                  
6579,36,texto6579|                  
6580,8,texto6580|                   
6581,21,texto6581|                  
6582,57,texto6582|                  
6583,81,texto6583|                  
6584,60,texto6584|                  
6585,6,texto6585|                   
6586,49,texto6586|                  
6587,59,texto6587|                  
6588,7,texto6588|                   
6589,27,texto6589|                  
6590,56,texto6590|                  
6591,75,texto6591|                  
6592,86,texto6592|                  
6593,29,texto6593|                  
6594,78,texto6594|                  
6595,56,texto6595|                  
6596,80,texto6596|                  
6597,24,texto6597|                  
6598,98,texto6598|                  
6599,93,texto6599|                  
6600,67,texto6600|                  
6601,8,texto6601|                   
6602,38,texto6602|                  
6603,73,texto6603|                  
6604,21,texto6604|                  
6605,84,texto6605|                  
6606,79,texto6606|                  
6607,30,texto6607|                  
6608,49,texto6608|                  
6609,51,texto6609|                  
6610,24,texto6610|                  
6611,55,texto6611|                  
6612,57,texto6612|                  
6613,6,texto6613|                   
6614,67,texto6614|                  
6615,54,texto6615|                  
6616,57,texto6616|                  
6617,52,texto6617|                  
6618,70,texto6618|                  
6619,59,texto6619|                  
6620,30,texto6620|                  
6621,80,texto6621|                  
6622,11,texto6622|                  
6623,1,texto6623|                   
6624,12,texto6624|                  
6625,3,texto6625|                   
6626,87,texto6626|                  
6627,15,texto6627|                  
6628,44,texto6628|                  
6629,10,texto6629|                  
6630,10,texto6630|                  
6631,1,texto6631|                   
6632,27,texto6632|                  
6633,91,texto6633|                  
6634,32,texto6634|                  
6635,68,texto6635|                  
6636,4,texto6636|                   
6637,60,texto6637|                  
6638,49,texto6638|                  
6639,1,texto6639|                   
6640,51,texto6640|                  
6641,91,texto6641|                  
6642,66,texto6642|                  
6643,10,texto6643|                  
6644,32,texto6644|                  
6645,74,texto6645|                  
6646,34,texto6646|                  
6647,55,texto6647|                  
6648,93,texto6648|                  
6649,64,texto6649|                  
6650,33,texto6650|                  
6651,54,texto6651|                  
6652,15,texto6652|                  
6653,34,texto6653|                  
6654,62,texto6654|                  
6655,63,texto6655|                  
6656,88,texto6656|                  
6657,42,texto6657|                  
6658,7,texto6658|                   
6659,40,texto6659|                  
6660,53,texto6660|                  
6661,19,texto6661|                  
6662,34,texto6662|                  
6663,50,texto6663|                  
6664,66,texto6664|                  
6665,86,texto6665|                  
6666,6,texto6666|                   
6667,61,texto6667|                  
6668,22,texto6668|                  
6669,7,texto6669|                   
6670,47,texto6670|                  
6671,36,texto6671|                  
6672,68,texto6672|                  
6673,26,texto6673|                  
6674,1,texto6674|                   
6675,83,texto6675|                  
6676,33,texto6676|                  
6677,98,texto6677|                  
6678,43,texto6678|                  
6679,6,texto6679|                   
6680,58,texto6680|                  
6681,68,texto6681|                  
6682,26,texto6682|                  
6683,77,texto6683|                  
6684,32,texto6684|                  
6685,30,texto6685|                  
6686,83,texto6686|                  
6687,65,texto6687|                  
6688,99,texto6688|                  
6689,98,texto6689|                  
6690,38,texto6690|                  
6691,70,texto6691|                  
6692,9,texto6692|                   
6693,96,texto6693|                  
6694,53,texto6694|                  
6695,73,texto6695|                  
6696,29,texto6696|                  
6697,26,texto6697|                  
6698,88,texto6698|                  
6699,32,texto6699|                  
6700,60,texto6700|                  
6701,16,texto6701|                  
6702,40,texto6702|                  
6703,63,texto6703|                  
6704,53,texto6704|                  
6705,32,texto6705|                  
6706,62,texto6706|                  
6707,61,texto6707|                  
6708,78,texto6708|                  
6709,62,texto6709|                  
6710,42,texto6710|                  
6711,89,texto6711|                  
6712,80,texto6712|                  
6713,26,texto6713|                  
6714,61,texto6714|                  
6715,79,texto6715|                  
6716,21,texto6716|                  
6717,77,texto6717|                  
6718,68,texto6718|                  
6719,95,texto6719|                  
6720,21,texto6720|                  
6721,58,texto6721|                  
6722,23,texto6722|                  
6723,85,texto6723|                  
6724,84,texto6724|                  
6725,89,texto6725|                  
6726,98,texto6726|                  
6727,31,texto6727|                  
6728,40,texto6728|                  
6729,97,texto6729|                  
6730,57,texto6730|                  
6731,16,texto6731|                  
6732,98,texto6732|                  
6733,53,texto6733|                  
6734,28,texto6734|                  
6735,78,texto6735|                  
6736,4,texto6736|                   
6737,13,texto6737|                  
6738,73,texto6738|                  
6739,45,texto6739|                  
6740,21,texto6740|                  
6741,33,texto6741|                  
6742,28,texto6742|                  
6743,65,texto6743|                  
6744,18,texto6744|                  
6745,41,texto6745|                  
6746,87,texto6746|                  
6747,49,texto6747|                  
6748,26,texto6748|                  
6749,88,texto6749|                  
6750,5,texto6750|                   
6751,85,texto6751|                  
6752,58,texto6752|                  
6753,66,texto6753|                  
6754,68,texto6754|                  
6755,59,texto6755|                  
6756,45,texto6756|                  
6757,70,texto6757|                  
6758,1,texto6758|                   
6759,15,texto6759|                  
6760,63,texto6760|                  
6761,20,texto6761|                  
6762,68,texto6762|                  
6763,19,texto6763|                  
6764,55,texto6764|                  
6765,81,texto6765|                  
6766,41,texto6766|                  
6767,12,texto6767|                  
6768,26,texto6768|                  
6769,56,texto6769|                  
6770,77,texto6770|                  
6771,82,texto6771|                  
6772,70,texto6772|                  
6773,11,texto6773|                  
6774,24,texto6774|                  
6775,36,texto6775|                  
6776,27,texto6776|                  
6777,80,texto6777|                  
6778,24,texto6778|                  
6779,72,texto6779|                  
6780,62,texto6780|                  
6781,49,texto6781|                  
6782,10,texto6782|                  
6783,75,texto6783|                  
6784,75,texto6784|                  
6785,76,texto6785|                  
6786,71,texto6786|                  
6787,72,texto6787|                  
6788,10,texto6788|                  
6789,22,texto6789|                  
6790,26,texto6790|                  
6791,93,texto6791|                  
6792,8,texto6792|                   
6793,59,texto6793|                  
6794,34,texto6794|                  
6795,17,texto6795|                  
6796,60,texto6796|                  
6797,24,texto6797|                  
6798,94,texto6798|                  
6799,63,texto6799|                  
6800,18,texto6800|                  
6801,27,texto6801|                  
6802,99,texto6802|                  
6803,49,texto6803|                  
6804,70,texto6804|                  
6805,99,texto6805|                  
6806,83,texto6806|                  
6807,54,texto6807|                  
6808,25,texto6808|                  
6809,69,texto6809|                  
6810,45,texto6810|                  
6811,50,texto6811|                  
6812,39,texto6812|                  
6813,38,texto6813|                  
6814,5,texto6814|                   
6815,36,texto6815|                  
6816,66,texto6816|                  
6817,73,texto6817|                  
6818,85,texto6818|                  
6819,95,texto6819|                  
6820,26,texto6820|                  
6821,56,texto6821|                  
6822,91,texto6822|                  
6823,64,texto6823|                  
6824,85,texto6824|                  
6825,21,texto6825|                  
6826,81,texto6826|                  
6827,59,texto6827|                  
6828,22,texto6828|                  
6829,50,texto6829|                  
6830,93,texto6830|                  
6831,29,texto6831|                  
6832,26,texto6832|                  
6833,9,texto6833|                   
6834,72,texto6834|                  
6835,6,texto6835|                   
6836,64,texto6836|                  
6837,22,texto6837|                  
6838,46,texto6838|                  
6839,9,texto6839|                   
6840,51,texto6840|                  
6841,36,texto6841|                  
6842,16,texto6842|                  
6843,97,texto6843|                  
6844,88,texto6844|                  
6845,82,texto6845|                  
6846,87,texto6846|                  
6847,31,texto6847|                  
6848,94,texto6848|                  
6849,95,texto6849|                  
6850,98,texto6850|                  
6851,53,texto6851|                  
6852,86,texto6852|                  
6853,58,texto6853|                  
6854,48,texto6854|                  
6855,58,texto6855|                  
6856,49,texto6856|                  
6857,6,texto6857|                   
6858,79,texto6858|                  
6859,31,texto6859|                  
6860,94,texto6860|                  
6861,86,texto6861|                  
6862,23,texto6862|                  
6863,32,texto6863|                  
6864,93,texto6864|                  
6865,4,texto6865|                   
6866,6,texto6866|                   
6867,79,texto6867|                  
6868,36,texto6868|                  
6869,71,texto6869|                  
