id,nombre,dpto
5066,nombre5066,5
5067,nombre5067,58
5068,nombre5068,25
5069,nombre5069,61
5070,nombre5070,10
5071,nombre5071,20
5072,nombre5072,58
5073,nombre5073,58
5074,nombre5074,43
5075,nombre5075,23
5076,nombre5076,6
5077,nombre5077,13
5078,nombre5078,52
5079,nombre5079,42
5080,nombre5080,90
5081,nombre5081,100
5082,nombre5082,90
5083,nombre5083,70
5084,nombre5084,51
5085,nombre5085,70
5086,nombre5086,57
5087,nombre5087,35
5088,nombre5088,82
5089,nombre5089,28
5090,nombre5090,85
5091,nombre5091,64
5092,nombre5092,89
5093,nombre5093,7
5094,nombre5094,88
5095,nombre5095,6
5096,nombre5096,54
5097,nombre5097,17
5098,nombre5098,34
5099,nombre5099,86
5100,nombre5100,33
5101,nombre5101,43
5102,nombre5102,13
5103,nombre5103,8
5104,nombre5104,34
5105,nombre5105,63
5106,nombre5106,16
5107,nombre5107,40
5108,nombre5108,5
5109,nombre5109,93
5110,nombre5110,39
5111,nombre5111,7
5112,nombre5112,39
5113,nombre5113,6
5114,nombre5114,97
5115,nombre5115,96
5116,nombre5116,42
5117,nombre5117,53
5118,nombre5118,17
5119,nombre5119,7
5120,nombre5120,18
5121,nombre5121,70
5122,nombre5122,100
5123,nombre5123,56
5124,nombre5124,5
5125,nombre5125,35
5126,nombre5126,19
5127,nombre5127,70
5128,nombre5128,45
5129,nombre5129,21
5130,nombre5130,46
5131,nombre5131,13
5132,nombre5132,64
5133,nombre5133,97
5134,nombre5134,35
5135,nombre5135,9
5136,nombre5136,54
5137,nombre5137,94
5138,nombre5138,17
5139,nombre5139,84
5140,nombre5140,2
5141,nombre5141,73
5142,nombre5142,22
5143,nombre5143,12
5144,nombre5144,66
5145,nombre5145,61
5146,nombre5146,11
5147,nombre5147,89
5148,nombre5148,62
5149,nombre5149,10
5150,nombre5150,38
5151,nombre5151,58
5152,nombre5152,97
5153,nombre5153,40
5154,nombre5154,1111,
5155,nombre5155,96
5156,nombre5156,38
5157,nombre5157,56
5158,nombre5158,41
5159,nombre5159,65
5160,nombre5160,51
5161,nombre5161,78
5162,nombre5162,64
5163,nombre5163,74
5164,nombre5164,67
5165,nombre5165,34
5166,nombre5166,22
5167,nombre5167,99
5168,nombre5168,47
5169,nombre5169,27
5170,nombre5170,46
5171,nombre5171,14
5172,nombre5172,42
5173,nombre5173,62
5174,nombre5174,97
5175,nombre5175,67
5176,nombre5176,37
5177,nombre5177,37
5178,nombre5178,34
5179,nombre5179,98
5180,nombre5180,39
5181,nombre5181,57
5182,nombre5182,27
5183,nombre5183,62
5184,nombre5184,11
5185,nombre5185,100
5186,nombre5186,66
5187,nombre5187,72
5188,nombre5188,37
5189,nombre5189,48
5190,nombre5190,33
5191,nombre5191,77
5192,nombre5192,13
5193,nombre5193,21
5194,nombre5194,18
5195,nombre5195,71
5196,nombre5196,30
5197,nombre5197,48
5198,nombre5198,87
5199,nombre5199,35
5200,nombre5200,56
5201,nombre5201,53
5202,nombre5202,17
5203,nombre5203,33
5204,nombre5204,18
5205,nombre5205,33
5206,nombre5206,92
5207,nombre5207,23
5208,nombre5208,22
5210,nombre5210,34
5211,nombre5211,47
5212,nombre5212,78
5213,nombre5213,71
5214,nombre5214,34
5215,nombre5215,63
5216,nombre5216,21
5217,nombre5217,6
5218,nombre5218,67
5219,nombre5219,75
5220,nombre5220,43
5221,nombre5221,70
5222,nombre5222,71
5223,nombre5223,83
5224,nombre5224,16
5225,nombre5225,63
5226,nombre5226,34
5227,nombre5227,32
5228,nombre5228,92
5229,nombre5229,57
5230,nombre5230,6
5231,nombre5231,98
5232,nombre5232,43
5233,nombre5233,23
5234,nombre5234,65
5235,nombre5235,9
5236,nombre5236,77
5237,nombre5237,16
5238,nombre5238,92
5239,nombre5239,82
5240,nombre5240,59
5241,nombre5241,59
5242,nombre5242,27
5243,nombre5243,57
5244,nombre5244,58
5245,nombre5245,67
5246,nombre5246,55
5247,nombre5247,35
5248,nombre5248,63
5249,nombre5249,30
5250,nombre5250,84
5251,nombre5251,6
5252,nombre5252,53
5253,nombre5253,5
5254,nombre5254,34
5255,nombre5255,71
5256,nombre5256,86
5257,nombre5257,62
5258,nombre5258,45
5259,nombre5259,19
5260,nombre5260,93
5261,nombre5261,98
5262,nombre5262,53
5263,nombre5263,25
5264,nombre5264,17
5265,nombre5265,93
5266,nombre5266,18
5267,nombre5267,70
5268,nombre5268,15
5269,nombre5269,68
5270,nombre5270,50
5271,nombre5271,56
5272,nombre5272,70
5273,nombre5273,86
5274,nombre5274,98
5275,nombre5275,71
5276,nombre5276,11
5277,nombre5277,64
5278,nombre5278,45
5279,nombre5279,71
5280,nombre5280,69
5281,nombre5281,25
5282,nombre5282,91
5283,nombre5283,93
5284,nombre5284,88
5285,nombre5285,14
5286,nombre5286,63
5287,nombre5287,94
5288,nombre5288,48
5289,nombre5289,53
5290,nombre5290,11
5291,nombre5291,28
5292,nombre5292,51
5293,nombre5293,67
5294,nombre5294,35
5295,nombre5295,13
5296,nombre5296,48
5297,nombre5297,31
5298,nombre5298,80
5299,nombre5299,83
5300,nombre5300,69
5301,nombre5301,51
5302,nombre5302,6
5303,nombre5303,61
5304,nombre5304,55
5305,nombre5305,53
5306,nombre5306,20
5307,nombre5307,84
5308,nombre5308,53
5309,nombre5309,66
5310,nombre5310,67
5311,nombre5311,84
5312,nombre5312,54
5313,nombre5313,83
5314,nombre5314,64
5315,nombre5315,72
5316,nombre5316,72
5317,nombre5317,55
5318,nombre5318,73
5319,nombre5319,28
5320,nombre5320,39
5321,nombre5321,55
5322,nombre5322,7
5323,nombre5323,3
5324,nombre5324,35
5325,nombre5325,12
5326,nombre5326,10
5327,nombre5327,27
5328,nombre5328,61
5329,nombre5329,53
5330,nombre5330,8
5331,nombre5331,53
5332,nombre5332,89
5333,nombre5333,50
5334,nombre5334,16
5335,nombre5335,15
5336,nombre5336,81
5337,nombre5337,83
5338,nombre5338,51
5339,nombre5339,20
5340,nombre5340,74
5341,nombre5341,23
5342,nombre5342,84
5343,nombre5343,14
5344,nombre5344,35
5345,nombre5345,43
5346,nombre5346,59
5347,nombre5347,23
5348,nombre5348,91
5349,nombre5349,15
5350,nombre5350,21
5351,nombre5351,26
5352,nombre5352,23
5353,nombre5353,52
5354,nombre5354,99
5355,nombre5355,10
5356,nombre5356,70
5357,nombre5357,62
5358,nombre5358,32
5359,nombre5359,29
5360,nombre5360,48
5361,nombre5361,82
5362,nombre5362,43
5363,nombre5363,38
5364,nombre5364,28
5365,nombre5365,63
5366,nombre5366,83
5367,nombre5367,21
5368,nombre5368,77
5369,nombre5369,48
5370,nombre5370,70
5371,nombre5371,41
5372,nombre5372,17
5373,nombre5373,3
5374,nombre5374,100
5375,nombre5375,62
5376,nombre5376,83
5377,nombre5377,96
5378,nombre5378,2
5379,nombre5379,13
5380,nombre5380,70
5381,nombre5381,78
5382,nombre5382,62
5383,nombre5383,15
5384,nombre5384,77
5385,nombre5385,85
5386,nombre5386,18
5387,nombre5387,11
5388,nombre5388,85
5389,nombre5389,81
5390,nombre5390,9
5391,nombre5391,65
5392,nombre5392,62
5393,nombre5393,86
5394,nombre5394,96
5395,nombre5395,84
5396,nombre5396,21
5397,nombre5397,99
5398,nombre5398,65
5399,nombre5399,53
5400,nombre5400,60
5401,nombre5401,15
5402,nombre5402,38
5403,nombre5403,84
5404,nombre5404,13
5405,nombre5405,9
5406,nombre5406,14
5407,nombre5407,58
5408,nombre5408,22
5409,nombre5409,31
5410,nombre5410,85
5411,nombre5411,89
5412,nombre5412,93
5413,nombre5413,61
5414,nombre5414,88
5415,nombre5415,1111,
5416,nombre5416,50
5417,nombre5417,66
5418,nombre5418,75
5419,nombre5419,71
5420,nombre5420,5
5421,nombre5421,61
5422,nombre5422,10
5423,nombre5423,7
5424,nombre5424,50
5425,nombre5425,87
5426,nombre5426,73
5427,nombre5427,90
5428,nombre5428,77
5429,nombre5429,49
5430,nombre5430,17
5431,nombre5431,69
5432,nombre5432,67
5433,nombre5433,32
5434,nombre5434,7
5435,nombre5435,77
5436,nombre5436,23
5437,nombre5437,80
5438,nombre5438,21
5439,nombre5439,89
5440,nombre5440,53
5441,nombre5441,54
5442,nombre5442,39
5443,nombre5443,42
5444,nombre5444,88
5445,nombre5445,62
5446,nombre5446,35
5447,nombre5447,96
5448,nombre5448,4
5449,nombre5449,57
5450,nombre5450,70
5451,nombre5451,38
5452,nombre5452,38
5453,nombre5453,41
5454,nombre5454,77
5455,nombre5455,91
5456,nombre5456,55
5457,nombre5457,2
5458,nombre5458,48
5459,nombre5459,58
5460,nombre5460,64
5461,nombre5461,65
5462,nombre5462,25
5463,nombre5463,61
5464,nombre5464,94
5465,nombre5465,74
5466,nombre5466,22
5467,nombre5467,60
5468,nombre5468,64
5469,nombre5469,47
5470,nombre5470,36
5471,nombre5471,2
5472,nombre5472,91
5473,nombre5473,10
5474,nombre5474,69
5475,nombre5475,34
5476,nombre5476,16
5477,nombre5477,86
5478,nombre5478,74
5479,nombre5479,26
5480,nombre5480,85
5481,nombre5481,22
5482,nombre5482,33
5483,nombre5483,84
5484,nombre5484,18
5485,nombre5485,75
5486,nombre5486,28
5487,nombre5487,60
5488,nombre5488,11
5489,nombre5489,40
5490,nombre5490,71
5491,nombre5491,32
5492,nombre5492,99
5493,nombre5493,33
5494,nombre5494,41
5495,nombre5495,28
5497,nombre5497,26
5498,nombre5498,69
5499,nombre5499,39
5500,nombre5500,27
5501,nombre5501,75
5502,nombre5502,49
5503,nombre5503,75
5504,nombre5504,39
5505,nombre5505,11
5506,nombre5506,84
5507,nombre5507,16
5508,nombre5508,88
5509,nombre5509,95
5510,nombre5510,36
5511,nombre5511,20
5512,nombre5512,63
5513,nombre5513,76
5514,nombre5514,22
5515,nombre5515,38
5516,nombre5516,41
5517,nombre5517,34
5518,nombre5518,46
5519,nombre5519,33
5520,nombre5520,46
5521,nombre5521,20
5522,nombre5522,79
5523,nombre5523,80
5524,nombre5524,72
5525,nombre5525,45
5526,nombre5526,28
5527,nombre5527,44
5528,nombre5528,17
5529,nombre5529,78
5530,nombre5530,97
5531,nombre5531,73
5532,nombre5532,91
5533,nombre5533,11
5534,nombre5534,19
5535,nombre5535,71
5536,nombre5536,22
5537,nombre5537,35
5538,nombre5538,38
5539,nombre5539,38
5540,nombre5540,72
5541,nombre5541,97
5542,nombre5542,12
5543,nombre5543,97
5544,nombre5544,17
5545,nombre5545,3
5546,nombre5546,71
5547,nombre5547,40
5548,nombre5548,30
5549,nombre5549,63
5551,nombre5551,75
5552,nombre5552,56
5553,nombre5553,13
5554,nombre5554,14
5555,nombre5555,17
5556,nombre5556,53
5557,nombre5557,14
5558,nombre5558,1111,
5559,nombre5559,96
5560,nombre5560,1111,
5561,nombre5561,2
5562,nombre5562,49
5563,nombre5563,88
5564,nombre5564,13
5565,nombre5565,54
5566,nombre5566,84
5567,nombre5567,73
5568,nombre5568,37
5569,nombre5569,76
5570,nombre5570,83
5571,nombre5571,58
5572,nombre5572,4
5573,nombre5573,5
5574,nombre5574,62
5575,nombre5575,49
5576,nombre5576,39
5577,nombre5577,42
5578,nombre5578,97
5579,nombre5579,1111,
5580,nombre5580,16
5581,nombre5581,73
5582,nombre5582,91
5583,nombre5583,12
5584,nombre5584,40
5585,nombre5585,81
5586,nombre5586,46
5587,nombre5587,81
5588,nombre5588,4
5589,nombre5589,38
5590,nombre5590,76
5591,nombre5591,17
5592,nombre5592,71
5593,nombre5593,57
5594,nombre5594,43
5595,nombre5595,88
5596,nombre5596,37
5597,nombre5597,52
5598,nombre5598,94
5599,nombre5599,39
5600,nombre5600,25
5601,nombre5601,37
5602,nombre5602,34
5603,nombre5603,69
5604,nombre5604,66
5605,nombre5605,43
5606,nombre5606,30
5607,nombre5607,92
5608,nombre5608,45
5609,nombre5609,45
5610,nombre5610,47
5611,nombre5611,80
5612,nombre5612,67
5613,nombre5613,33
5614,nombre5614,11
5615,nombre5615,69
5616,nombre5616,85
5617,nombre5617,59
5618,nombre5618,81
5619,nombre5619,95
5620,nombre5620,71
5621,nombre5621,83
5622,nombre5622,48
5623,nombre5623,82
5624,nombre5624,83
5625,nombre5625,78
5626,nombre5626,42
5627,nombre5627,78
5629,nombre5629,53
5630,nombre5630,27
5631,nombre5631,46
5632,nombre5632,62
5633,nombre5633,62
5634,nombre5634,52
5635,nombre5635,9
5636,nombre5636,13
5637,nombre5637,27
5638,nombre5638,33
5639,nombre5639,75
5640,nombre5640,8
5641,nombre5641,34
5642,nombre5642,30
5643,nombre5643,70
5644,nombre5644,79
5645,nombre5645,91
5646,nombre5646,20
5647,nombre5647,41
5648,nombre5648,97
5649,nombre5649,76
5650,nombre5650,69
5651,nombre5651,96
5652,nombre5652,27
5653,nombre5653,42
5654,nombre5654,3
5655,nombre5655,53
5656,nombre5656,28
5657,nombre5657,2
5658,nombre5658,58
5659,nombre5659,83
5660,nombre5660,9
5661,nombre5661,70
5662,nombre5662,60
5663,nombre5663,97
5664,nombre5664,36
5665,nombre5665,53
5666,nombre5666,31
5667,nombre5667,47
5668,nombre5668,80
5669,nombre5669,56
5670,nombre5670,74
5671,nombre5671,85
5672,nombre5672,16
5673,nombre5673,90
5674,nombre5674,52
5675,nombre5675,28
5676,nombre5676,63
5677,nombre5677,100
5678,nombre5678,36
5679,nombre5679,70
5680,nombre5680,66
5681,nombre5681,81
5682,nombre5682,43
5683,nombre5683,91
5684,nombre5684,3
5685,nombre5685,19
5686,nombre5686,6
5687,nombre5687,37
5688,nombre5688,30
5689,nombre5689,55
5690,nombre5690,20
5691,nombre5691,33
5692,nombre5692,89
5693,nombre5693,3
5694,nombre5694,44
5695,nombre5695,9
5696,nombre5696,33
5697,nombre5697,43
5698,nombre5698,19
5699,nombre5699,27
5700,nombre5700,85
5701,nombre5701,95
5702,nombre5702,61
5703,nombre5703,97
5704,nombre5704,80
5705,nombre5705,87
5706,nombre5706,30
5707,nombre5707,82
5708,nombre5708,33
5709,nombre5709,95
5710,nombre5710,33
5711,nombre5711,96
5712,nombre5712,58
5713,nombre5713,45
5714,nombre5714,55
5715,nombre5715,52
5716,nombre5716,92
5717,nombre5717,27
5718,nombre5718,93
5719,nombre5719,40
5720,nombre5720,71
5721,nombre5721,63
5722,nombre5722,81
5723,nombre5723,67
5724,nombre5724,56
5725,nombre5725,14
5726,nombre5726,61
5727,nombre5727,92
5728,nombre5728,42
5729,nombre5729,22
5730,nombre5730,71
5731,nombre5731,41
5732,nombre5732,82
5733,nombre5733,76
5734,nombre5734,15
5735,nombre5735,77
5736,nombre5736,80
5737,nombre5737,64
5738,nombre5738,67
5739,nombre5739,28
5740,nombre5740,93
5741,nombre5741,5
5742,nombre5742,93
5743,nombre5743,90
5744,nombre5744,66
5745,nombre5745,67
5746,nombre5746,67
5747,nombre5747,41
5748,nombre5748,37
5749,nombre5749,85
5750,nombre5750,91
5751,nombre5751,94
5752,nombre5752,91
5753,nombre5753,82
5754,nombre5754,77
5755,nombre5755,6
5756,nombre5756,26
5757,nombre5757,80
5758,nombre5758,97
5759,nombre5759,35
5760,nombre5760,96
5761,nombre5761,73
5762,nombre5762,72
5763,nombre5763,15
5764,nombre5764,4
5765,nombre5765,67
5766,nombre5766,87
5767,nombre5767,78
5768,nombre5768,17
5769,nombre5769,87
5770,nombre5770,11
5771,nombre5771,85
5772,nombre5772,48
5773,nombre5773,73
5774,nombre5774,96
5775,nombre5775,57
5776,nombre5776,9
5777,nombre5777,74
5778,nombre5778,100
5779,nombre5779,65
5780,nombre5780,65
5781,nombre5781,23
5782,nombre5782,93
5783,nombre5783,69
5784,nombre5784,36
5785,nombre5785,18
5786,nombre5786,11
5787,nombre5787,46
5788,nombre5788,52
5789,nombre5789,97
5790,nombre5790,45
5791,nombre5791,58
5792,nombre5792,86
5793,nombre5793,33
5794,nombre5794,9
5795,nombre5795,27
5796,nombre5796,35
5797,nombre5797,49
5798,nombre5798,80
5799,nombre5799,26
5800,nombre5800,51
5801,nombre5801,83
5802,nombre5802,13
5803,nombre5803,1111,
5804,nombre5804,31
5805,nombre5805,81
5806,nombre5806,76
5807,nombre5807,89
5808,nombre5808,1111,
5809,nombre5809,83
5810,nombre5810,89
5811,nombre5811,94
5812,nombre5812,64
5813,nombre5813,41
5814,nombre5814,73
5815,nombre5815,77
5816,nombre5816,66
5817,nombre5817,90
5818,nombre5818,97
5819,nombre5819,26
5820,nombre5820,39
5821,nombre5821,44
5822,nombre5822,79
5823,nombre5823,10
5824,nombre5824,98
5825,nombre5825,57
5826,nombre5826,99
5827,nombre5827,42
5828,nombre5828,82
5829,nombre5829,40
5830,nombre5830,100
5831,nombre5831,60
5832,nombre5832,56
5833,nombre5833,99
5834,nombre5834,94
5835,nombre5835,27
5836,nombre5836,21
5837,nombre5837,95
5838,nombre5838,36
5839,nombre5839,94
5840,nombre5840,44
5841,nombre5841,84
5842,nombre5842,11
5843,nombre5843,54
5844,nombre5844,54
5845,nombre5845,2
5846,nombre5846,95
5847,nombre5847,54
5848,nombre5848,8
5849,nombre5849,62
5850,nombre5850,69
5851,nombre5851,93
5852,nombre5852,52
5853,nombre5853,17
5854,nombre5854,46
5855,nombre5855,87
5856,nombre5856,87
5857,nombre5857,1111,
5858,nombre5858,59
5859,nombre5859,7
5860,nombre5860,2
5861,nombre5861,4
5862,nombre5862,89
5863,nombre5863,44
5864,nombre5864,95
5865,nombre5865,3
5866,nombre5866,19
5867,nombre5867,75
5868,nombre5868,90
5869,nombre5869,46
5870,nombre5870,42
5871,nombre5871,23
5872,nombre5872,15
5873,nombre5873,36
5874,nombre5874,100
5875,nombre5875,97
5876,nombre5876,47
5877,nombre5877,20
5878,nombre5878,10
5879,nombre5879,65
5880,nombre5880,49
5881,nombre5881,70
5882,nombre5882,62
5883,nombre5883,17
5884,nombre5884,42
5885,nombre5885,34
5886,nombre5886,37
5887,nombre5887,30
5888,nombre5888,96
5889,nombre5889,86
5890,nombre5890,64
5891,nombre5891,31
5892,nombre5892,85
5893,nombre5893,62
5894,nombre5894,85
5895,nombre5895,58
5896,nombre5896,86
5897,nombre5897,51
5898,nombre5898,75
5900,nombre5900,27
5901,nombre5901,8
5902,nombre5902,84
5903,nombre5903,22
5904,nombre5904,7
5905,nombre5905,46
5906,nombre5906,93
5907,nombre5907,7
5908,nombre5908,88
5909,nombre5909,4
5910,nombre5910,51
5911,nombre5911,39
5912,nombre5912,70
5913,nombre5913,81
5914,nombre5914,34
5915,nombre5915,52
5916,nombre5916,17
5917,nombre5917,98
5918,nombre5918,38
5919,nombre5919,11
5920,nombre5920,100
5921,nombre5921,20
5922,nombre5922,49
5923,nombre5923,68
5924,nombre5924,45
5925,nombre5925,77
5926,nombre5926,96
5927,nombre5927,25
5928,nombre5928,63
5929,nombre5929,79
5930,nombre5930,37
5931,nombre5931,63
5932,nombre5932,2
5933,nombre5933,34
5934,nombre5934,80
5935,nombre5935,39
5936,nombre5936,33
5937,nombre5937,66
5938,nombre5938,90
5939,nombre5939,5
5940,nombre5940,41
5941,nombre5941,30
5942,nombre5942,12
5943,nombre5943,85
5944,nombre5944,25
5945,nombre5945,7
5946,nombre5946,14
5947,nombre5947,13
5948,nombre5948,79
5949,nombre5949,33
5950,nombre5950,50
5951,nombre5951,19
5952,nombre5952,21
5953,nombre5953,57
5954,nombre5954,52
5955,nombre5955,31
5956,nombre5956,54
5957,nombre5957,75
5958,nombre5958,3
5959,nombre5959,52
5960,nombre5960,52
5961,nombre5961,28
5962,nombre5962,30
5963,nombre5963,30
5964,nombre5964,17
5965,nombre5965,100
5966,nombre5966,90
5967,nombre5967,11
5968,nombre5968,39
5970,nombre5970,61
5971,nombre5971,23
5972,nombre5972,18
5973,nombre5973,1111,
5974,nombre5974,14
5975,nombre5975,7
5976,nombre5976,21
5977,nombre5977,12
5978,nombre5978,16
5979,nombre5979,38
5980,nombre5980,18
5981,nombre5981,25
5982,nombre5982,78
5983,nombre5983,50
5984,nombre5984,77
5985,nombre5985,77
5986,nombre5986,6
5987,nombre5987,10
5988,nombre5988,63
5989,nombre5989,8
5990,nombre5990,99
5991,nombre5991,13
5992,nombre5992,10
5993,nombre5993,28
5994,nombre5994,97
5995,nombre5995,54
5996,nombre5996,75
5997,nombre5997,15
5998,nombre5998,2
5999,nombre5999,70
6000,nombre6000,96
6001,nombre6001,91
6002,nombre6002,23
6003,nombre6003,33
6004,nombre6004,86
6005,nombre6005,37
6006,nombre6006,95
6007,nombre6007,20
6008,nombre6008,37
6009,nombre6009,95
6010,nombre6010,99
6011,nombre6011,22
6012,nombre6012,54
6013,nombre6013,34
6014,nombre6014,54
6015,nombre6015,63
6016,nombre6016,97
6017,nombre6017,87
6018,nombre6018,4
6019,nombre6019,76
6020,nombre6020,32
6021,nombre6021,69
6022,nombre6022,88
6023,nombre6023,45
6024,nombre6024,79
6025,nombre6025,32
6026,nombre6026,46
6027,nombre6027,34
6028,nombre6028,76
6029,nombre6029,56
6030,nombre6030,15
6031,nombre6031,76
6032,nombre6032,12
6033,nombre6033,11
6034,nombre6034,1111,
6035,nombre6035,72
6036,nombre6036,46
6037,nombre6037,83
6038,nombre6038,52
6039,nombre6039,91
6040,nombre6040,47
6041,nombre6041,23
6042,nombre6042,89
6043,nombre6043,47
6044,nombre6044,90
6045,nombre6045,74
6046,nombre6046,81
6047,nombre6047,11
6048,nombre6048,43
6050,nombre6050,5
6051,nombre6051,46
6052,nombre6052,9
6053,nombre6053,65
6054,nombre6054,89
6055,nombre6055,49
6056,nombre6056,53
6057,nombre6057,76
6058,nombre6058,49
6059,nombre6059,69
6060,nombre6060,40
6061,nombre6061,56
6062,nombre6062,76
6063,nombre6063,32
6064,nombre6064,85
6065,nombre6065,28
6066,nombre6066,66
6067,nombre6067,36
6068,nombre6068,84
6069,nombre6069,93
6070,nombre6070,49
6071,nombre6071,11
6072,nombre6072,32
6073,nombre6073,37
6074,nombre6074,77
6075,nombre6075,86
6076,nombre6076,35
6077,nombre6077,96
6078,nombre6078,16
6079,nombre6079,35
6080,nombre6080,27
6081,nombre6081,54
6082,nombre6082,21
6083,nombre6083,83
6084,nombre6084,1111,
6085,nombre6085,67
6086,nombre6086,54
6087,nombre6087,5
6088,nombre6088,52
6089,nombre6089,8
6090,nombre6090,36
6091,nombre6091,100
6092,nombre6092,98
6093,nombre6093,26
6094,nombre6094,72
6095,nombre6095,48
6096,nombre6096,2
6097,nombre6097,30
6098,nombre6098,6
6099,nombre6099,17
6100,nombre6100,4
6101,nombre6101,85
6102,nombre6102,28
6103,nombre6103,16
6104,nombre6104,75
6105,nombre6105,78
6106,nombre6106,59
6107,nombre6107,88
6108,nombre6108,15
6109,nombre6109,93
6110,nombre6110,79
6111,nombre6111,22
6112,nombre6112,73
6113,nombre6113,77
6114,nombre6114,1111,
6115,nombre6115,1111,
6116,nombre6116,10
6117,nombre6117,45
6118,nombre6118,52
6119,nombre6119,31
6120,nombre6120,75
6121,nombre6121,3
6122,nombre6122,91
6123,nombre6123,30
6124,nombre6124,87
6125,nombre6125,78
6126,nombre6126,39
6127,nombre6127,21
6128,nombre6128,59
6129,nombre6129,73
6130,nombre6130,74
6131,nombre6131,2
6132,nombre6132,82
6133,nombre6133,60
6134,nombre6134,56
6135,nombre6135,73
6136,nombre6136,50
6137,nombre6137,45
6138,nombre6138,20
6139,nombre6139,49
6140,nombre6140,30
6141,nombre6141,95
6142,nombre6142,26
6143,nombre6143,76
6144,nombre6144,45
6145,nombre6145,89
6146,nombre6146,36
6147,nombre6147,42
6148,nombre6148,84
6149,nombre6149,6
6150,nombre6150,48
6151,nombre6151,49
6153,nombre6153,68
6154,nombre6154,4
6155,nombre6155,69
6156,nombre6156,76
6157,nombre6157,93
6158,nombre6158,16
6159,nombre6159,66
6160,nombre6160,3
6161,nombre6161,68
6162,nombre6162,69
6163,nombre6163,14
6164,nombre6164,3
6165,nombre6165,96
6166,nombre6166,39
6167,nombre6167,23
6168,nombre6168,90
6169,nombre6169,84
6170,nombre6170,40
6171,nombre6171,26
6172,nombre6172,38
6173,nombre6173,88
6174,nombre6174,70
6175,nombre6175,7
6176,nombre6176,20
6177,nombre6177,31
6178,nombre6178,89
6179,nombre6179,94
6180,nombre6180,81
6181,nombre6181,66
6182,nombre6182,26
6183,nombre6183,65
6184,nombre6184,85
6185,nombre6185,96
6186,nombre6186,29
6187,nombre6187,95
6188,nombre6188,51
6189,nombre6189,55
6190,nombre6190,40
6191,nombre6191,79
6192,nombre6192,18
6193,nombre6193,82
6194,nombre6194,91
6195,nombre6195,56
6196,nombre6196,1111,
6197,nombre6197,36
6198,nombre6198,78
6199,nombre6199,2
6201,nombre6201,21
6202,nombre6202,75
6203,nombre6203,89
6204,nombre6204,52
6205,nombre6205,16
6206,nombre6206,54
6207,nombre6207,53
6208,nombre6208,55
6209,nombre6209,90
6210,nombre6210,66
6211,nombre6211,72
6212,nombre6212,48
6213,nombre6213,15
6214,nombre6214,21
6215,nombre6215,25
6216,nombre6216,88
6217,nombre6217,100
6218,nombre6218,46
6219,nombre6219,98
6220,nombre6220,74
6221,nombre6221,2
6222,nombre6222,33
6223,nombre6223,63
6224,nombre6224,70
6225,nombre6225,13
6226,nombre6226,63
6227,nombre6227,61
6228,nombre6228,4
6229,nombre6229,52
6230,nombre6230,67
6231,nombre6231,23
6232,nombre6232,90
6233,nombre6233,96
6234,nombre6234,62
6235,nombre6235,25
6236,nombre6236,13
6237,nombre6237,45
6238,nombre6238,73
6239,nombre6239,40
6240,nombre6240,76
6241,nombre6241,57
6242,nombre6242,100
6243,nombre6243,19
6244,nombre6244,15
6245,nombre6245,8
6246,nombre6246,28
6247,nombre6247,14
6248,nombre6248,79
6249,nombre6249,89
6250,nombre6250,55
6251,nombre6251,31
6252,nombre6252,94
6253,nombre6253,14
6254,nombre6254,41
6255,nombre6255,96
6256,nombre6256,64
6257,nombre6257,41
6258,nombre6258,72
6259,nombre6259,51
6260,nombre6260,12
6261,nombre6261,61
6262,nombre6262,85
6264,nombre6264,71
6265,nombre6265,34
6266,nombre6266,4
6267,nombre6267,75
6268,nombre6268,99
6269,nombre6269,26
6270,nombre6270,20
6271,nombre6271,2
6272,nombre6272,36
6273,nombre6273,94
6274,nombre6274,5
6275,nombre6275,62
6276,nombre6276,17
6277,nombre6277,94
6278,nombre6278,36
6279,nombre6279,48
6280,nombre6280,35
6281,nombre6281,12
6282,nombre6282,28
6283,nombre6283,17
6284,nombre6284,91
6285,nombre6285,72
6286,nombre6286,81
6287,nombre6287,74
6288,nombre6288,73
6289,nombre6289,75
6290,nombre6290,94
6291,nombre6291,71
6292,nombre6292,40
6293,nombre6293,66
6294,nombre6294,44
6295,nombre6295,8
6296,nombre6296,51
6297,nombre6297,28
6298,nombre6298,78
6299,nombre6299,47
6300,nombre6300,40
6301,nombre6301,89
6302,nombre6302,44
6303,nombre6303,89
6304,nombre6304,81
6305,nombre6305,1111,
6306,nombre6306,70
6307,nombre6307,5
6308,nombre6308,68
6309,nombre6309,10
6310,nombre6310,87
6311,nombre6311,43
6312,nombre6312,100
6313,nombre6313,44
6314,nombre6314,94
6315,nombre6315,60
6316,nombre6316,88
6317,nombre6317,48
6318,nombre6318,97
6319,nombre6319,52
6320,nombre6320,25
6321,nombre6321,41
6322,nombre6322,15
6323,nombre6323,3
6324,nombre6324,89
6325,nombre6325,88
6326,nombre6326,31
6327,nombre6327,89
6328,nombre6328,46
6329,nombre6329,19
6330,nombre6330,43
6331,nombre6331,8
6332,nombre6332,91
6334,nombre6334,3
6335,nombre6335,58
6336,nombre6336,20
6337,nombre6337,75
6338,nombre6338,71
6339,nombre6339,54
6340,nombre6340,33
6341,nombre6341,50
6342,nombre6342,8
6343,nombre6343,41
6344,nombre6344,32
6345,nombre6345,95
